,File Name,Latitude,Longitude,ImagePath,TestType,Temperature (°C),Conductivity (µS/cm),Salinity (PSS),Density (kg/m³)
125,CC2435009_20250518_165712,40.2785165,-106.8659511,data/profiles\profile_CC2435009_20250518_165712.png,cast,11.10428775446442,312.75842921529005,0.2056711812486298,999.7589863224224
126,CC2435009_20250518_165911,40.2790912,-106.8659394,data/profiles\profile_CC2435009_20250518_165911.png,cast,11.138423339476647,313.15447998046875,0.2057594677249662,999.7555257711034
127,CC2435009_20250518_170119,40.2796058,-106.8659152,data/profiles\profile_CC2435009_20250518_170119.png,cast,11.141188968695234,313.18517179661865,0.2057656712020221,999.7552439939856
128,CC2435009_20250518_170334,40.2800613,-106.8657525,data/profiles\profile_CC2435009_20250518_170334.png,cast,11.13444709777832,313.12384033203125,0.2057596350597573,999.7559378445084
129,CC2435009_20250518_170521,40.2806205,-106.8667414,data/profiles\profile_CC2435009_20250518_170521.png,cast,11.174090409821654,313.4484558105468,0.2057708206956839,999.7518303731688
130,CC2435009_20250518_170702,40.2809645,-106.8670857,data/profiles\profile_CC2435009_20250518_170702.png,cast,11.177088849702695,313.38036666628244,0.2057093052506659,999.7514699705582
131,CC2435009_20250518_172501,40.2800736,-106.845928,data/profiles\profile_CC2435009_20250518_172501.png,cast,11.21001477852344,312.2992166190544,0.2048102474245507,999.7473294936608
132,CC2435009_20250518_172858,40.2814642,-106.8478861,data/profiles\profile_CC2435009_20250518_172858.png,cast,11.192655563354492,312.28173828125,0.2048888186875597,999.7492040842468
133,CC2435009_20250518_173211,40.2827419,-106.8502422,data/profiles\profile_CC2435009_20250518_173211.png,cast,11.19154930114746,312.1239013671875,0.204788397598506,999.7492407419284
134,CC2435009_20250518_173524,40.2839544,-106.8523672,data/profiles\profile_CC2435009_20250518_173524.png,cast,11.119984886513214,311.21841430664057,0.2045510448809679,999.7564864500862
135,CC2435009_20250518_183359,40.2833182,-106.8540042,data/profiles\profile_CC2435009_20250518_183359.png,cast,11.33081598530007,313.57244873046875,0.2050369933460296,999.7347830153524
136,CC2435009_20250518_184039,40.2834231,-106.8537506,data/profiles\profile_CC2435009_20250518_184039.png,cast,11.275497436523438,313.563232421875,0.2053186187357806,999.7408540194916
137,CC2435009_20250518_184557,40.2836299,-106.8534633,data/profiles\profile_CC2435009_20250518_184557.png,cast,11.307945253429835,313.6069641113281,0.2051790483154138,999.7373178540506
138,CC2435009_20250518_190838,40.279039,-106.8440941,data/profiles\profile_CC2435009_20250518_190838.png,cast,11.322630564531448,313.60805987599434,0.2051034107485409,999.7357032147412
139,CC2435009_20250518_191123,40.2796864,-106.8446064,data/profiles\profile_CC2435009_20250518_191123.png,cast,11.287079945403724,312.791748046875,0.2047405842681559,999.7391792370016
140,CC2435009_20250518_191527,40.2808308,-106.8463761,data/profiles\profile_CC2435009_20250518_191527.png,cast,11.28924146536778,313.31429797441166,0.2050799983092567,999.739217136544
141,CC2435009_20250518_191844,40.2819697,-106.8480278,data/profiles\profile_CC2435009_20250518_191844.png,cast,11.299522498318202,313.2138977050781,0.2049591823106916,999.7380363204176
142,CC2435009_20250518_192117,40.2825598,-106.8489853,data/profiles\profile_CC2435009_20250518_192117.png,cast,11.188735961914062,312.4804382324219,0.2050429058111737,999.7497337357796
143,CC2435009_20250518_192448,40.2839558,-106.8510148,data/profiles\profile_CC2435009_20250518_192448.png,cast,10.917266102484346,310.447021484375,0.2050879133117823,999.7775988516588
144,CC2435009_20250519_165212,40.2841324,-106.8536877,data/profiles\profile_CC2435009_20250519_165212.png,cast,10.433781528158557,307.6340906012682,0.2057167881166712,999.8252734876592
145,CC2435009_20250519_165532,40.2841137,-106.8536635,data/profiles\profile_CC2435009_20250519_165532.png,cast,10.45875072479248,307.7783203125,0.2056834466834542,999.8228859316569
146,CC2435009_20250519_171441,40.2725654,-106.8602614,data/profiles\profile_CC2435009_20250519_171441.png,cast,10.013987955141152,307.42614746093744,0.2078191839638207,999.8653908404928
147,CC2435009_20250519_171604,40.2724295,-106.859874,data/profiles\profile_CC2435009_20250519_171604.png,cast,10.004013061523438,307.59576416015625,0.2079908863107736,999.8664114566924
148,CC2435009_20250519_171650,40.27224,-106.8597672,data/profiles\profile_CC2435009_20250519_171650.png,cast,9.975933074951172,307.6420288085937,0.2081749469002228,999.8690418003084
