% Device,CC2435009
% File name,CC2435009_20250514_183850
% Cast time (UTC),2025-05-14 18:38:50
% Cast time (local),2025-05-14 12:38:50
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,40.2849944
% Start longitude,-106.8535771
% Start altitude,2194.9289550781248
% Start GPS horizontal error(Meter),8.3680000305175776
% Start GPS vertical error(Meter),17.775999069213868
% Start GPS number of satellites,12
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),56.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2024-10-09
% Temperature calibration date,2024-10-07
% Pressure calibration date,2024-09-17
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15318703493474682,11.946471016088608,319.37373648532328,432.21142331327072,0.20570788091485741,1455.0832094016435,999.6675489895448
0.45,0.45892595831428544,11.9349279618444,319.44764058050576,432.44654613989088,0.20581531315140298,1455.0445157043261,999.67036763305584
0.74999999999999984,0.76487596505199024,11.941678261415355,319.44793437827756,432.36792345724696,0.20577978691179443,1455.0748264616294,999.6709906759896
1.05,1.070825763510215,11.944285854670645,319.46189648045924,432.356302321204,0.20577465966442582,1455.0895064019203,999.67210911579248
1.35,1.3767746788065742,11.912183165352998,319.13674129810904,432.2918802560308,0.20572478600276976,1454.9728280077869,999.67714244739056
1.65,1.682721550543031,11.846899257031616,318.42235044489244,432.08839395641528,0.20558873868080038,1454.7302177950624,999.68584408871264
1.95,1.9886658690769984,11.783722709893309,317.63214354999688,431.75638590893208,0.20539094939270538,1454.4951258563152,999.69420813316288
2.25,2.2946081272368412,11.751833494740826,318.34164485618908,433.0962765459628,0.20602530428879702,1454.3796144214829,999.69968931404928
2.55,2.600547526282336,11.642634168264144,317.5981746810972,433.3724661042056,0.20609738895234342,1453.9690333415296,999.71327364270224
2.85,2.9064817406163808,11.466901405823307,316.40764346023564,433.82852842236456,0.20621772299316106,1453.3029719172963,999.73395412285008
3.15,3.2124087752618672,11.227761269606766,314.08435133560512,433.485730733113,0.20590878051630698,1452.3895150213555,999.76057840082448
3.4499999999999996,3.5183304001067784,11.155226710596222,313.7443092241996,433.88513607667232,0.20605878889842768,1452.1150239100992,999.76969246768752
3.75,3.824248592741304,11.02838427550428,311.24366379969528,431.94230057564656,0.20503476725732874,1451.628590816951,999.78339232656848
4.05,4.1301604374825352,10.770733977798786,310.79915487739804,434.43217445621392,0.2060854376632007,1450.6346901294336,999.81156532202032
4.35,4.4360650583104528,10.591736083889072,310.34412649556884,435.97778675939472,0.20672202038765107,1449.9417718826096,999.8309927667664
4.6499999999999992,4.7419633219460656,10.377492575769758,309.9539029103724,438.06652244577328,0.20759654143309475,1449.1075254975322,999.853502447643
4.9499999999999992,5.047853779612888,10.07686849511323,307.38921784128536,438.1651370676228,0.20743932097065574,1447.9257139588154,999.8824029459992
5.2499999999999992,5.3537382698401448,9.9606317753971792,304.13546160408152,434.96848620754984,0.20580356679523334,1447.4673537495664,999.89289495619328
5.55,5.6596181049890736,9.7370256659059984,301.49544270800032,433.96841976012176,0.205158684271597,1446.5805885425126,999.91321742205632
5.85,5.9654903979284064,9.4115753301889968,300.63424108627684,436.82138670142912,0.20630539811006886,1445.2815904130022,999.94258689920544
6.1499999999999992,6.2713553039663744,9.1977436728220752,300.5876429638788,439.48461313657432,0.20743552840385565,1444.4245268546752,999.961895864683
6.4499999999999992,6.577214215696512,8.95484124900054,299.24175631240684,440.64667261728848,0.20780924669246192,1443.4436336727744,999.98216206757
6.7499999999999992,6.883067975619592,8.7719969178894816,295.9756170291426,438.19679622255376,0.20647413607906147,1442.7005124375597,999.99596333532512
7.0499999999999992,7.1889170101937208,8.53580308828497,293.10661885543068,437.00551628927784,0.20570333226476758,1441.7354282713392,1000.0134421582378
7.35,7.4947612181809344,8.340776744819072,291.38253226748644,436.9762205866504,0.20552550823747261,1440.9357438092261,1000.0279063252939
7.65,7.8006015450247488,8.1953904115352544,290.95013486404952,438.23876034749936,0.20601213253367715,1440.3391121866131,1000.039203348827
7.95,8.1064383594008656,8.0325050906773648,290.32527814441504,439.45392174684384,0.20645806725544419,1439.6674310965104,1000.0512571800323
8.1865746538404,8.3476140234499472,8.0001858467510208,290.18724886048596,439.67517366126568,0.20653597937768022,1439.536634203284,1000.0544511799326
