% Device,CC2435009
% File name,CC2435009_20250518_165712
% Cast time (UTC),2025-05-18 16:57:12
% Cast time (local),2025-05-18 10:57:12
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,40.2785165
% Start longitude,-106.8659511
% Start altitude,2180.9719238281248
% Start GPS horizontal error(Meter),4.1789999008178712
% Start GPS vertical error(Meter),5.01200008392334
% Start GPS number of satellites,12
% End latitude,40.2783906
% End longitude,-106.8659346
% End altitude,2184.9909667968752
% End GPS horizontal error(Meter),15.807000160217286
% End GPS vertical error(Meter),28.538000106811524
% End GPS number of satellites,12
% Cast duration (Seconds),25.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2024-10-09
% Temperature calibration date,2024-10-07
% Pressure calibration date,2024-09-17
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15317244208346336,11.104287754464419,312.75842921529004,433.13197499182968,0.20567118124862986,1451.8650286072314,999.75898632242256
0.45,0.4588862366278324,11.089702285292027,312.88113559448072,433.47702499889024,0.20582943493809651,1451.8137067911779,999.76203957632272
0.74999999999999984,0.76480939671290432,11.077300493650698,312.78250783372532,433.48934586828696,0.2058269730065256,1451.7706016798656,999.76473964475872
1.05,1.0707317138622347,11.06088185988896,312.80222810971036,433.71405797156168,0.20592547009524659,1451.7120805242397,999.7679294842352
1.35,1.376653201724852,11.048402255083034,312.5276906802884,433.4834155322656,0.20580462260046186,1451.6684916418384,999.7705403705816
1.65,1.6825740276698938,11.041578285346347,312.4214296851814,433.41807510716672,0.20576772008400691,1451.6468669469338,999.7726362951128
1.95,1.9884942581794618,11.034735123883154,312.46408445314392,433.55956881454712,0.20583151289939021,1451.6252889985696,999.77481266559312
2.25,2.2944134991501756,11.003711314345091,312.37088797762492,433.80373380169544,0.20593044127416912,1451.5101704165837,999.77948455013824
2.55,2.600331256985554,10.964450941525598,312.03854035482372,433.81524281041512,0.20591092181575242,1451.3628971540669,999.78488723242544
2.85,2.9062470358125916,10.901102356184502,311.71273616834792,434.12697063694864,0.2060224547597839,1451.1221771724032,999.79280042317648
3.15,3.2121603282787748,10.827400881669946,310.97810888490216,433.9947934152336,0.20591106470890294,1450.840540848287,999.8015195522496
3.4499999999999996,3.5180704224353316,10.716338875176064,310.40365773138892,434.54013976097768,0.20610526392997328,1450.4131605046246,999.8140867609472
3.75,3.823976363168868,10.5790076005642,309.65917784653608,435.17118482195328,0.20632310800656778,1449.8818757329085,999.82904967311568
4.05,4.1298774483364208,10.414732805668032,308.51339796598164,435.57211014254064,0.20640958212802022,1449.2427907976432,999.84620752268704
4.35,4.4357732452200984,10.242609951797624,307.79895358262012,436.6858101650332,0.20683516381861987,1448.570547956567,999.86400019881856
4.6499999999999992,4.741664895205824,10.149449648428891,306.62651190054656,436.17540952629424,0.20652263245387747,1448.2070138295494,999.873697419787
4.9499999999999992,5.0475555086132392,10.188252616563133,306.11713866530864,434.97064489246488,0.20596233572882624,1448.3644627370906,999.87115717501424
5.2499999999999992,5.3534426318614848,9.9219061102981744,304.9199394869558,436.57402107990536,0.2065567782503105,1447.3143889035206,999.896895196821
5.4113669573703664,5.5179739941205816,9.9129695892333984,304.79690551757812,436.50956808264832,0.20651865659755277,1447.281379955759,999.8984198162128
