% Device,CC2435009
% File name,CC2435009_20250514_173737
% Cast time (UTC),2025-05-14 17:37:37
% Cast time (local),2025-05-14 11:37:37
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,40.2778245
% Start longitude,-106.8417505
% Start altitude,2183.2209472656248
% Start GPS horizontal error(Meter),4.1170001029968264
% Start GPS vertical error(Meter),4.4619998931884768
% Start GPS number of satellites,13
% End latitude,40.2777014
% End longitude,-106.8415643
% End altitude,2191.4169921875
% End GPS horizontal error(Meter),21.527999877929688
% End GPS vertical error(Meter),26.35300064086914
% End GPS number of satellites,9
% Cast duration (Seconds),30.6
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2024-10-09
% Temperature calibration date,2024-10-07
% Pressure calibration date,2024-09-17
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15318224048412739,11.69575035930736,317.56683349609376,432.70246607118016,0.20580808433975347,1454.1323449402742,999.69580689111824
0.45,0.45891460968222424,11.660504717867979,317.10698400760628,432.49129608007192,0.20568435526280646,1454.0028465018074,999.70102874298336
0.74999999999999984,0.76485612846472704,11.643424354225654,317.24613816288736,432.8827664905492,0.20586455672796694,1453.9428301634934,999.70447450627936
1.05,1.0707963815427469,11.612039682536957,317.64352078194224,433.79653733611896,0.20629113181352864,1453.828560050785,999.70968088198784
1.35,1.3767353531304562,11.591146559348102,317.16857249735584,433.3952367178932,0.20608272029837446,1453.7534364230768,999.71322986808912
1.65,1.6826737098546838,11.597357121467733,317.42567124361808,433.6729428167076,0.20622071201691011,1453.7821188653171,999.71407965269136
1.95,1.9886117796660749,11.598376676644075,317.618176053541,433.92385796203208,0.2063426821102863,1453.7909793172963,999.7154853753952
2.25,2.2945494265531304,11.595553100688782,317.61152232410656,433.94824700453648,0.20635205425095328,1453.7850407339434,999.71722405414512
2.55,2.6004865525501556,11.589586557170509,317.5096675630234,433.87982406814136,0.20631439388592774,1453.7670525070051,999.71927003338288
2.85,2.906422672236224,11.559209302230528,317.59676760753156,434.35945917483848,0.2065298162239929,1453.6562021665536,999.72418118707168
