% Device,CC2435009
% File name,CC2435009_20250517_180530
% Cast time (UTC),2025-05-17 18:05:30
% Cast time (local),2025-05-17 12:05:30
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,40.2834557
% Start longitude,-106.8537515
% Start altitude,2181.64306640625
% Start GPS horizontal error(Meter),5.9790000915527344
% Start GPS vertical error(Meter),9.501999855041504
% Start GPS number of satellites,14
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),20
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2024-10-09
% Temperature calibration date,2024-10-07
% Pressure calibration date,2024-09-17
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.1531715276888383,11.045427322387696,311.69512939453124,432.36431435082264,0.20526156029309155,1451.6370666271869,999.76471591056688
0.45,0.4588830365833788,11.012134816096379,311.38259981595552,432.33010401368456,0.20522362236773773,1451.5130317430803,999.76951476504256
0.74999999999999984,0.764803305421221,10.971950547199549,310.71891809937176,431.89056107990448,0.20498404381562973,1451.3619398248189,999.77484108429296
1.05,1.0707219898410874,10.930924867004494,310.08609871563892,431.50308524397624,0.20476920576584083,1451.2074588506342,999.78025124898992
1.35,1.3766392223218429,10.900055731728742,309.70588248665148,431.34457060596024,0.20467201456852534,1451.092385148864,999.7847117559584
1.65,1.682555342040185,10.878205373531669,308.73540683740112,430.25480737278408,0.20412719474769776,1451.0116853304835,999.78790504283296
1.95,1.9884708899383174,10.875976414253715,307.35635632425768,428.35956961180208,0.20320275488981568,1451.0066823098454,999.7888298110848
2.25,2.294385888163388,10.859277090977194,307.13450791859304,428.24972062232864,0.2031380414458936,1450.946544022633,999.79187835990816
2.55,2.6002994798288432,10.813974643427726,307.87669371153964,429.82759771406512,0.20387652709410365,1450.7761698083446,999.79840412562432
2.85,2.906211208379,10.770251552006434,308.04669164358832,430.59061409691048,0.20421938488870278,1450.6112516675267,999.80443702417536
3.15,3.2121213800674176,10.740942189070523,308.20326078070548,431.16275327928136,0.2044783285979599,1450.5022171528797,999.80896108300224
3.4499999999999996,3.518030252119484,10.710155210269456,307.77478746746504,430.93454180641,0.20434686910556554,1450.3868483451978,999.81331270382064
3.75,3.8239377548012968,10.673528920717896,307.43247096040124,430.89719500928824,0.204304476738795,1450.2487083755478,999.818292671981
4.05,4.129843754865336,10.637203576277648,307.63183061483136,431.616119873685,0.2046300589606175,1450.112073916625,999.82351538331776
4.35,4.4357481896333144,10.60110128362765,308.21467967522552,432.87239518201128,0.20521707237303469,1449.976510461457,999.82890516968928
4.6499999999999992,4.7416511911126928,10.571684373599605,308.15964944379228,433.15301885521688,0.20533365533244685,1449.8663929171005,999.83326506357872
4.9499999999999992,5.0475529488480088,10.542933169492437,307.85995466023212,433.081807278187,0.20527943659935264,1449.758583426679,999.83741590002144
5.2499999999999992,5.3534531908388,10.494275027402784,307.5879554631244,433.29234816833992,0.20534920852074928,1449.5728209831389,999.84355394704448
5.55,5.65935149856764,10.438074050404282,307.37895193720168,433.68461770807648,0.20550220153432682,1449.357321021559,999.8504407715752
5.85,5.9652477364897224,10.380408740082454,307.233871431514,434.18643590096344,0.20570721849389738,1449.1358208282502,999.85746506332752
6.1499999999999992,6.2711406361743528,10.236857615047445,306.89028066616856,435.46771965147512,0.20623323663725283,1448.5758838717526,999.87264430205888
6.4499999999999992,6.5770277154207456,10.002185252444794,306.19337215737384,437.39179418231776,0.20700669746848259,1447.6530334045024,999.8958966398536
6.7499999999999992,6.8829084182155744,9.79929303846952,303.95986938262444,436.73282248378784,0.20654238254168387,1446.850033546623,999.91471223253856
7.0499999999999992,7.188783276146356,9.582436560598272,302.26225280767408,437.01699890061904,0.20652280210511296,1445.9875611978618,999.934490849246
7.35,7.4946541196611168,9.5125626560585872,301.06199645992348,436.16291183621056,0.20605573842053091,1445.7113351061552,999.94133964660256
7.65,7.8005256747625248,9.6466143165338352,299.54417715141496,432.28491883039256,0.20426952597843098,1446.2514292768938,999.93021882750992
7.95,8.1063921864184768,9.1139674021806064,295.81965058421672,433.5755602634884,0.20449813034017894,1444.11001863488,999.974697015912
8.209771474202472,8.3712370897786048,9.070801026485184,295.0378886028222,432.97762264742816,0.20417406211588461,1443.9385599088813,999.97899216270032
