% Device,CC2435009
% File name,CC2435009_20250517_180414
% Cast time (UTC),2025-05-17 18:04:14
% Cast time (local),2025-05-17 12:04:14
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,40.2834392
% Start longitude,-106.8537264
% Start altitude,2185.10107421875
% Start GPS horizontal error(Meter),4.5390000343322752
% Start GPS vertical error(Meter),5.5809998512268064
% Start GPS number of satellites,14
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),21.8
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2024-10-09
% Temperature calibration date,2024-10-07
% Pressure calibration date,2024-09-17
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15317151730195453,11.034749031066894,311.73400878906248,432.54638532421168,0.20534368017206394,1451.5958699161242,999.76587325324816
0.45,0.45888197908203952,10.998736864483805,311.22251322836284,432.26865764755992,0.20518548702262374,1451.4611215666077,999.77085016585344
0.74999999999999984,0.76480162051358976,10.969550214221131,311.35440906927216,432.8027556849644,0.20542662815505542,1451.3531928802701,999.775431939473
1.05,1.070720061792896,10.94820866407601,311.29314460816028,432.97448770965288,0.20549613737832003,1451.2753813191158,999.77907503057136
1.35,1.3766373992086941,10.923846864436341,311.22780045085536,433.1771617128268,0.2055787953282768,1451.1858270947197,999.78302750512624
1.65,1.682553362335984,10.884748915510621,311.02049654483268,433.36027970701352,0.20564269912210147,1451.0389872542797,999.78843824090784
1.95,1.9884677857760064,10.847908427719718,310.58250473629984,433.19473625989728,0.205538177669238,1450.9005615161987,999.79347190174512
2.25,2.2943811304135484,10.837039529711258,310.2861493077116,432.91264203124816,0.20539314634661443,1450.8629435076646,999.79587018467664
2.55,2.6002936553729336,10.814264982239878,309.44425203110212,432.01256843405,0.20493989158461376,1450.7786286271072,999.79921014879824
2.85,2.9062047581642196,10.764959119082546,309.103895999104,432.132321149754,0.2049661957720919,1450.5915771089043,999.80554666615312
3.15,3.212114317135816,10.737801950301275,308.94882379861628,432.24374043520576,0.20500230802815763,1450.490636039953,999.80968188297056
3.4499999999999996,3.5180225901318636,10.705737963978654,308.83795611290276,432.47664622485968,0.20509434697584426,1450.3705574588458,999.8143330780816
3.75,3.8239291636449008,10.651230955854366,308.57590653281136,432.77033956402488,0.20520150276404026,1450.1627755134083,999.821171366148
4.05,4.1298339697278816,10.613462082958728,308.2841622539056,432.81970387459408,0.20520032828639005,1450.0200109082211,999.8262668237072
4.35,4.4357374947765784,10.589558515042933,307.94901670234156,432.63955715013744,0.20509634994455706,1449.9312186444218,999.82992574176848
4.6499999999999992,4.7416396658049488,10.546777946543021,307.66650299503148,432.76285611274728,0.20512770581525424,1449.7686451745293,999.8354983927448
4.9499999999999992,5.0475401756313248,10.503796184771544,307.56571830070924,433.14483428765256,0.20528460234836138,1449.6052617267056,999.8411654308928
5.2499999999999992,5.3534389550783344,10.457623840447229,307.58642577969948,433.73806880543056,0.205541989721696,1449.4293041050829,999.84719042402032
5.55,5.6593357333575768,10.395044573964365,307.28592910441768,434.0804380995876,0.20566629987886899,1449.1885016620621,999.85462779038912
5.85,5.96522976544497,10.29716679703449,307.13240049687444,435.06664750593856,0.20607975476848157,1448.8086731938426,999.86552340793264
6.1499999999999992,6.2711193619366456,10.114639266316635,306.35600040692968,436.22262225657912,0.20651701757400726,1448.0932835262822,999.8840055671504
6.4499999999999992,6.5770026585036856,9.8730864445216688,304.89872740802456,437.15477821711728,0.20680081750905302,1447.1396223562378,999.907090467089
6.7499999999999992,6.8828798685056336,9.6877523279893552,303.00099150816988,436.7550088618456,0.20647308304982822,1446.4044593434736,999.92417917742464
7.0499999999999992,7.1887520278174976,9.51262426246454,302.13372802513028,437.71479926799824,0.20681039641517213,1445.7077508668506,999.94049297408032
7.35,7.494620693163616,9.43631973225886,300.17531738227576,435.84116960832048,0.20584309925425094,1445.404533079048,999.94740418367504
7.65,7.8004887749725616,9.4683273488094112,297.6391018953528,431.75739118891952,0.20388352375623312,1445.5355956302848,999.94468884833872
7.95,8.1063504178796768,8.91746477224049,294.95862225032788,434.81820388258304,0.20494785423795366,1443.311611758191,999.98988677013296
8.2454219083173552,8.4075376612350944,8.9296007156372064,295.39675903320312,435.30833373035088,0.20519410036132061,1443.3660836428531,999.99059976122208
