% Device,CC2435009
% File name,CC2435009_20250517_174119
% Cast time (UTC),2025-05-17 17:41:19
% Cast time (local),2025-05-17 11:41:19
% Sample type,Cast
% Cast data,Processed
% Location source,GPS
% Default latitude,32
% Default altitude,0
% Start latitude,40.2871227
% Start longitude,-106.8564004
% Start altitude,2182.623046875
% Start GPS horizontal error(Meter),4.5599999427795408
% Start GPS vertical error(Meter),6.64900016784668
% Start GPS number of satellites,14
% End latitude,
% End longitude,
% End altitude,
% End GPS horizontal error(Meter),
% End GPS vertical error(Meter),
% End GPS number of satellites,
% Cast duration (Seconds),18
% Samples per second,5
% Electronics calibration date,0001-01-01
% Conductivity calibration date,2024-10-09
% Temperature calibration date,2024-10-07
% Pressure calibration date,2024-09-17
% 
Pressure (Decibar),Depth (Meter),Temperature (Celsius),Conductivity (MicroSiemens per Centimeter),Specific conductance (MicroSiemens per Centimeter),Salinity (Practical Salinity Scale),Sound velocity (Meters per Second),Density (Kilograms per Cubic Meter)
0.15,0.15317243466105654,11.104653549880128,312.42444639262936,432.66506623723944,0.20544404218912736,1451.8661577937094,999.7587704112408
0.45,0.45888374845501312,10.962351375055133,311.4698618735954,433.0499118720624,0.20554342423203187,1451.320635620736,999.77482715356272
0.74999999999999984,0.76480107863846224,10.845006296481555,309.42802046081748,431.61942545284208,0.20477331449267098,1450.8690966287155,999.78745243230624
1.05,1.0707152639674242,10.773955261618813,308.5518666682226,431.25210004282352,0.20454905621561312,1450.5972460615885,999.79576337281312
1.35,1.3766274694609402,10.737245185918062,308.19748358690928,431.19927401168528,0.20449925257003811,1450.4590019429523,999.80077394634992
1.65,1.6825384859279907,10.721167978769966,308.3241481764204,431.57064231447536,0.20466883645858122,1450.4013568702288,999.80391590704736
1.95,1.9884486817727981,10.70864276772464,308.12658512609924,431.4453886281564,0.20459902518339117,1450.3572388734176,999.806518445057
2.25,2.2943577084261424,10.668357257882398,307.91526273400108,431.63645091330144,0.2046653998030897,1450.2049494023939,999.8119389141088
2.55,2.6002651448341,10.62653564838704,307.33055644378948,431.32253929621648,0.20448499832483472,1450.0461903056819,999.81729380041888
2.8595935337579076,2.9159551279957112,10.696009321418291,307.26823112028592,430.39577387144944,0.20407758668336413,1450.3218818759898,999.81167709094432
