Pressure (dbar),Depth (m),Temperature (°C),Conductivity (µS/cm),Specific Conductance (µS/cm),Salinity (PSS),Sound Velocity (m/s),Density (kg/m³),Latitude,Longitude,UTC Time,File Name
1.35,1.376862100057876,12.459781458354724,323.641212661724,431.98491830702034,0.20586533314532707,1457.031208174107,999.6131619305193,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
1.65,1.6828308771935825,12.453242270310891,323.2347297509008,431.5176873313426,0.2056331907965219,1457.0113441527965,999.6151844109486,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
1.95,1.9887992604904556,12.454735370569736,322.6478057920018,430.71697423541815,0.20524251205930433,1457.021270758463,999.6161156886202,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
2.25,2.294767134975026,12.443325821270458,322.52889263403927,430.68942937064105,0.205222368978157,1456.983477848985,999.618889431233,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
2.55,2.600733594095995,12.400068631730695,322.6756374663499,431.3837504466338,0.20553793329813513,1456.8270712535889,999.6257442889205,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
2.85,2.906698040661696,12.356851138617866,322.52503902033413,431.6812434532551,0.20565982469646787,1456.6703973568185,999.6324203026544,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
3.15,3.2126605220900712,12.313227747331037,322.06512973838215,431.5696459165462,0.20558184456897163,1456.5117791039518,999.6389654937749,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
3.4499999999999997,3.518620283570993,12.22968159262935,322.03581407533227,432.49874871222136,0.2059902915853827,1456.2037629943165,999.6505739979747,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
3.75,3.8245756346646247,12.090714255434806,320.84420347765155,432.5128403676387,0.2059223339316532,1455.685832912886,999.6681659460544,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
4.05,4.130526108304804,11.976896716201304,320.2126124964442,432.9901113039377,0.20609259793360774,1455.2614277486002,999.6828273726218,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
4.35,4.436472644998692,11.888676405890862,319.4811660054152,433.0341952231123,0.2060648555695357,1454.9325122039943,999.6942740841233,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
4.6499999999999995,4.7424148481539445,11.74829571962166,318.4738154033855,433.3178031346597,0.20612414978043278,1454.4048753102459,999.7115281283402,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
4.949999999999999,5.048350758034452,11.546630670418086,318.03491422127126,435.1083921926325,0.2068812611183979,1453.6423412484787,999.7357834900611,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
5.249999999999999,5.354278819348472,11.302644180708576,315.7156832656578,434.8384124501747,0.20660598070525776,1452.7121018627906,999.7632042636143,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
5.55,5.660199599429589,11.115266809827641,313.3343337600106,433.79761723752034,0.20598559263888006,1451.9944288169463,999.7837538503494,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
5.85,5.966114427051927,10.93869872729859,310.54737468779626,432.05150114674063,0.20502635599486793,1451.3148741108253,999.80249159548,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
6.1499999999999995,6.272022073413997,10.6577807554814,306.98450860509627,430.45935852009785,0.2040741160079217,1450.2253789427118,999.83107527589,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
6.449999999999999,6.5779203702282585,10.335838860244037,305.9570246186416,432.92735433383245,0.2050634312575389,1448.9692817186726,999.8639893946646,40.2799046,-106.851733,2025-05-13 18:25:30,CC2435009_20250513_182530
